latitude,longitude,hour,weekday
12.9654519,77.5371191,10,Tuesday
12.9397917,77.695649,8,Thursday
12.9276739,77.6806859,4,Saturday
13.0356221,77.5890861,6,Friday
12.977204,77.5764694,6,Thursday
12.9920248,77.5884783,6,Thursday
12.9837006,77.5774606,8,Saturday
12.9793961,77.6095276,9,Sunday
12.9059844,77.5423995,6,Sunday
12.9199697,77.5807938,3,Friday
12.9772771,77.5779091,7,Tuesday
12.9774651,77.5803175,5,Tuesday
12.964643,77.5840002,10,Friday
13.0966581,77.5998428,2,Monday
12.9330297,77.6913773,6,Saturday
12.9643788,77.5778666,7,Thursday
12.9930553,77.5534651,2,Thursday
13.0081586,77.6943733,1,Wednesday
12.975772,77.5596624,3,Thursday
12.9417089,77.6967811,1,Tuesday
13.0545527,77.5076973,5,Sunday
12.9361771,77.6159099,9,Wednesday
12.9956888,77.6166086,8,Sunday
12.9135276,77.603608,5,Sunday
12.9271383,77.5862864,9,Monday
12.9568997,77.7413563,5,Tuesday
13.0084045,77.6951796,0,Saturday
13.0714673,77.5881752,10,Tuesday
13.0004036,77.5501372,8,Tuesday
12.9506923,77.6999395,7,Friday
12.9812389,77.6105491,6,Saturday
12.932915,77.6917817,11,Thursday
13.183507,77.6798094,2,Wednesday
12.9801433,77.61264,10,Sunday
12.9816466,77.6104014,7,Wednesday
12.9725297,77.5812563,7,Sunday
12.956746696470429,77.70363802,11,Monday
12.9615146,77.6154464,2,Wednesday
12.960501979117245,77.64918630018612,5,Thursday
12.9523709,77.5410339,5,Wednesday
12.9772444,77.5773569,0,Wednesday
13.0637399,77.5868368,12,Thursday
12.9776195,77.5742347,7,Sunday
12.9574775,77.7009828,10,Monday
12.9711442,77.6180703,9,Friday
12.8949927,77.599219,6,Thursday
12.9514566,77.5399747,1,Sunday
13.0054455,77.6852529,7,Tuesday
12.9648389,77.5389437,4,Wednesday
12.939079,77.5769214,4,Tuesday
12.9394002,77.6952958,10,Wednesday
12.9698114,77.5757719,12,Thursday
12.9459537,77.5955638,6,Wednesday
12.9849504,77.553411,7,Friday
12.9717984,77.5767162,9,Sunday
12.9558265,77.7197863,6,Saturday
13.1843882,77.6798033,8,Friday
12.9712793,77.6472371,7,Sunday
12.975731,77.5747838,4,Saturday
12.9638669,77.5773495,0,Sunday
12.9739524,77.5783602,11,Tuesday
12.9425997,77.6968476,5,Wednesday
12.9911183,77.571572,8,Sunday
12.975863,77.5757183,6,Sunday
13.0454478,77.5218929,5,Friday
12.9954626,77.5714193,5,Saturday
12.9339235,77.6910754,5,Friday
13.0343583,77.624195,4,Sunday
12.9304546,77.6097022,11,Monday
13.0504648,77.5255713,11,Thursday
13.0045392,77.5988627,7,Friday
12.8897306,77.563315,3,Monday
12.9331138,77.6911445,5,Thursday
12.9165099,77.5003422,11,Wednesday
12.9619,77.5777217,11,Thursday
12.9821984,77.6064784,10,Saturday
12.980952,77.6104512,8,Monday
12.9957926,77.6136008,12,Thursday
13.1220055,77.6282892,13,Wednesday
12.9652967,77.71831,7,Monday
13.1840915,77.6795565,12,Saturday
12.9648642,77.5840303,10,Sunday
12.9610506,77.6362399,4,Wednesday
12.9785109,77.5794071,0,Thursday
12.9797991,77.6525144,8,Friday
12.9048848,77.6758979,6,Wednesday
13.0341933,77.6245417,3,Monday
12.9058222,77.5427363,12,Saturday
12.9808733,77.6100581,10,Saturday
13.0181335,77.5586698,2,Saturday
12.9764959,77.575696,1,Saturday
12.9962085,77.5845091,6,Sunday
12.968733,77.6485081,3,Thursday
12.9855396,77.5528691,8,Thursday
13.0713483,77.5880217,12,Friday
13.0089337,77.554526,9,Wednesday
12.9754443,77.5789475,5,Friday
12.9796864,77.6070951,10,Saturday
12.9813991,77.5984109,6,Thursday
13.1836723,77.684316,3,Wednesday
13.0354323,77.5890379,4,Sunday
12.9350517,77.6904767,2,Friday
12.9826389,77.6034343,13,Friday
12.9743652,77.5449241,4,Friday
12.9165398,77.651683,13,Friday
13.0080572,77.5485832,10,Sunday
12.9705409,77.5744499,7,Thursday
13.0185917,77.5317484,6,Wednesday
12.9835294,77.5487718,7,Sunday
12.9741283,77.5475877,5,Wednesday
12.9655433,77.7184467,8,Monday
13.0085136,77.6957007,6,Tuesday
12.9560591,77.5722145,4,Tuesday
12.9777763,77.5754887,8,Monday
12.9736973,77.5507506,13,Sunday
13.0080548,77.5557366,6,Friday
12.9776496,77.5773427,2,Saturday
12.9382913,77.5768026,4,Tuesday
12.9785608,77.5834762,12,Sunday
13.0082147,77.5485683,10,Friday
12.9820816,77.6064296,8,Sunday
12.9639134,77.5788824,0,Sunday
12.9603276,77.5042299,4,Thursday
12.9730732,77.6215022,8,Tuesday
12.9993813,77.6248715,11,Friday
12.9776987,77.5805764,9,Wednesday
12.9935112,77.6617419,10,Tuesday
12.9797214,77.5749337,10,Saturday
12.9775917,77.5766714,3,Friday
12.9753627,77.5757193,9,Friday
12.9161647,77.6351701,8,Sunday
13.0198974,77.5318278,2,Sunday
12.9826516,77.5488336,12,Tuesday
13.071334,77.5882594,12,Friday
13.008132,77.5548562,4,Sunday
12.953358,77.6181262,9,Saturday
12.9412843,77.7470775,12,Tuesday
12.9637921,77.7177078,3,Saturday
12.9593372,77.5767158,14,Tuesday
12.9361778,77.6159926,5,Tuesday
12.9734184,77.579293,8,Tuesday
13.0052317,77.6850016,11,Sunday
13.0185619,77.5585048,6,Sunday
12.9822492,77.6123982,7,Monday
13.0088163,77.5544327,0,Sunday
13.0581574,77.5913366,13,Friday
12.99523693379476,77.69666942045166,11,Monday
12.9295321,77.5351542,2,Friday
13.0949573,77.5972269,9,Monday
13.0026487,77.5490289,7,Thursday
12.9606517,77.5776871,8,Sunday
12.9761275,77.7512034,7,Sunday
12.9638922,77.5762295,9,Monday
12.9810182,77.6103419,10,Saturday
12.9787685,77.5750386,12,Saturday
12.9601905,77.5543,3,Saturday
13.0174883,77.53124,12,Tuesday
12.9201246,77.5969204,1,Monday
12.9671752,77.5476363,4,Monday
12.9162288,77.6384801,10,Monday
13.0290498,77.5708518,4,Sunday
13.0110587,77.5546302,8,Saturday
13.0722017,77.588685,10,Sunday
12.9820629,77.6071111,10,Monday
12.9331326,77.6913837,10,Tuesday
12.9735074,77.5792868,12,Friday
12.9818642,77.6103896,15,Thursday
12.9762063,77.578359,1,Thursday
12.8844886,77.6418153,2,Monday
12.9809417,77.6111967,10,Sunday
13.0080106,77.5265077,11,Tuesday
12.9815103,77.606552,8,Monday
13.0354038,77.5890777,3,Sunday
13.0010854,77.5713241,6,Sunday
12.9974482,77.5477792,5,Thursday
12.9648336,77.5388594,3,Tuesday
12.9937873,77.6636669,14,Wednesday
12.9563762,77.7318194,4,Saturday
13.0104123,77.5501049,10,Tuesday
12.9897017,77.5503878,2,Saturday
13.0352318,77.5890154,6,Sunday
13.0497855,77.5928805,3,Wednesday
13.0540933,77.5917433,10,Saturday
13.0199912,77.6744659,8,Sunday
13.0835005,77.6385539,8,Saturday
12.9735293,77.5511325,12,Saturday
12.9940954,77.5891088,8,Wednesday
12.987023,77.5370312,9,Wednesday
12.9757844,77.5588655,9,Tuesday
12.9660772,77.573717,8,Friday
13.0060233,77.6863833,3,Sunday
12.954635,77.653055,4,Wednesday
13.019297,77.5847329,12,Tuesday
13.0125622,77.5533863,9,Saturday
12.9714045,77.6582264,5,Monday
12.8418917,77.6458183,9,Saturday
12.9867799,77.7334405,4,Friday
12.9270697,77.6793395,2,Thursday
13.035843333333332,77.51322666666667,6,Sunday
13.0004711,77.5498039,3,Thursday
12.993325,77.5889358,6,Friday
12.9638586,77.5767007,1,Wednesday
12.9646701,77.5763815,5,Thursday
12.977511,77.576441,9,Tuesday
12.9631491,77.7174468,4,Wednesday
12.9775225,77.575494,13,Monday
13.0705461,77.587964,12,Saturday
13.0004655,77.6773921,1,Tuesday
12.9578468,77.5821843,8,Tuesday
12.9839729,77.6035432,9,Friday
13.0029793,77.5535076,6,Thursday
12.986795,77.6195602,8,Thursday
12.9804213,77.6036774,5,Sunday
12.9606379,77.5290724,10,Friday
12.9722371,77.6311558,11,Monday
13.0711048,77.5881317,10,Saturday
12.9772568,77.5763676,9,Saturday
12.9480874,77.5681472,13,Tuesday
12.9803936,77.6097496,10,Sunday
12.9430422,77.5710912,14,Sunday
13.00843,77.5544607,1,Sunday
12.988896,77.5990652,3,Thursday
12.9218121,77.5806208,3,Sunday
12.906641182014626,77.54558442673336,12,Tuesday
12.979114,77.5784778,0,Monday
12.9651608,77.5382466,12,Saturday
12.9393257,77.5839183,5,Monday
12.9678824,77.588557,4,Wednesday
12.9723089,77.5797962,4,Monday
12.9476491,77.5339451,10,Wednesday
12.90355,77.6419883,5,Saturday
12.9639986,77.576879,0,Wednesday
12.9768558,77.5800053,9,Monday
12.9395222,77.523858,6,Monday
12.9789936,77.5771155,10,Monday
13.0181064,77.6538984,5,Saturday
12.9890652,77.507801,4,Tuesday
12.9913431,77.7560896,6,Saturday
13.0003771,77.6779237,1,Friday
13.0086335,77.6939619,0,Saturday
12.930010533508325,77.68517104124618,7,Tuesday
12.9118269,77.6379089,11,Thursday
12.9641225,77.5767006,1,Monday
13.0459056,77.7504731,2,Wednesday
12.9753176,77.5757695,9,Wednesday
12.9494331,77.5700718,3,Thursday
12.9065287,77.5904552,3,Monday
13.0060618,77.5712507,7,Thursday
12.9810036,77.6104561,14,Sunday
13.0314991,77.6215005,3,Wednesday
13.007935,77.695258,2,Monday
12.980883,77.6106816,7,Sunday
12.981067,77.598435,5,Thursday
13.0122906,77.5527518,9,Saturday
12.959114465103736,77.66015638863652,14,Sunday
12.977952,77.5793426,1,Saturday
12.9773275,77.5764729,9,Sunday
13.0033167,77.5499683,7,Saturday
12.9780201,77.5754063,8,Thursday
13.0003989,77.6762494,0,Tuesday
12.9680201,77.6527627,12,Thursday
12.9298138,77.5828469,8,Tuesday
13.0033733,77.5499967,7,Wednesday
12.9609886,77.5277299,4,Saturday
13.0492726,77.5932403,4,Friday
13.0055133,77.5712067,8,Monday
12.981325,77.6087167,8,Monday
12.9712837,77.6471801,7,Friday
12.9646485,77.5754474,8,Sunday
12.9853329,77.607323,10,Sunday
12.9893243,77.5006367,10,Wednesday
12.9926848,77.5728954,6,Tuesday
12.9861722,77.5190043,11,Thursday
12.9722951,77.5813462,9,Sunday
12.9820768,77.6064469,11,Thursday
12.953123,77.5419556,3,Friday
12.9744764,77.5448809,7,Sunday
13.035384,77.5890678,6,Wednesday
12.9698849,77.6363501,11,Sunday
12.9607204,77.5958909,3,Thursday
12.9784888,77.5752273,10,Saturday
12.9930453,77.5541675,1,Sunday
12.96468,77.574045,0,Sunday
12.9743243,77.5742915,5,Tuesday
12.9991769,77.5486121,6,Saturday
13.023555,77.5849589,12,Tuesday
12.9836526,77.6040324,1,Sunday
12.9791028,77.5790361,5,Sunday
12.972476,77.5370258,9,Thursday
13.0065292,77.5710923,9,Sunday
12.9944871,77.6988778,12,Monday
12.8994433,77.6753862,11,Sunday
13.0713822,77.5882785,11,Friday
12.9998108,77.6108968,12,Saturday
13.0117811,77.5543056,11,Monday
12.969951,77.5753675,7,Monday
12.991218,77.5886998,9,Wednesday
12.9431917,77.5709914,3,Friday
12.977583,77.5771059,1,Tuesday
12.9072983,77.6346924,10,Friday
13.005571,77.5687438,9,Tuesday
13.0081795,77.6954202,5,Monday
13.0054419,77.570361,12,Friday
13.039272,77.5190157,3,Thursday
12.9644063,77.5786072,12,Friday
12.9647884,77.575915,2,Thursday
12.9718637,77.6577798,6,Thursday
12.9817484,77.6094893,8,Monday
13.006413,77.6869067,4,Monday
13.0966454,77.5998728,2,Wednesday
12.9645174,77.577611,7,Monday
12.926316,77.6765496,8,Wednesday
12.9975253,77.5714622,8,Sunday
13.0714517,77.5881867,12,Thursday
12.9697587,77.5756684,9,Tuesday
13.0030881,77.5501321,7,Wednesday
12.9593392,77.5763625,11,Sunday
13.0083302,77.5544964,3,Saturday
12.9644288,77.5530945,12,Sunday
12.9402321,77.5666469,5,Sunday
12.9832143,77.609662,6,Friday
12.9810916,77.6101945,11,Tuesday
12.9674805,77.5362023,2,Monday
12.9403692,77.7476951,11,Friday
13.0127871,77.5544959,6,Friday
12.9849825,77.5565747,5,Monday
12.9749046,77.5769938,8,Sunday
12.9900888,77.5506541,10,Tuesday
13.0399988,77.5181923,4,Monday
12.9742817,77.5749867,12,Wednesday
12.9843487,77.5831301,2,Monday
12.9309262,77.58351,9,Tuesday
12.9539146,77.5435997,9,Monday
12.9843511,77.6028089,7,Monday
12.9330997,77.6913261,3,Tuesday
12.9779094,77.5772136,10,Sunday
13.0580343,77.5878253,11,Saturday
12.9169654,77.5859173,10,Wednesday
12.9777417,77.5741458,2,Sunday
13.0715433,77.5882233,12,Thursday
12.9362161,77.5178487,13,Monday
12.9773007,77.5707928,8,Saturday
12.998824,77.5486122,4,Saturday
12.979391,77.6069211,8,Saturday
13.0712694,77.5880144,13,Friday
12.9771333,77.57644,9,Thursday
13.0083642,77.5484773,10,Friday
12.9394097,77.6958056,4,Wednesday
13.07119,77.58794,10,Friday
12.9352017,77.6156533,15,Wednesday
12.9618371,77.7166234,6,Tuesday
12.9223836,77.5807399,4,Tuesday
12.9397303,77.6956838,8,Saturday
12.9483734,77.5528638,4,Thursday
12.9535857,77.5426832,3,Tuesday
13.0253038,77.5334441,11,Sunday
12.975352,77.5763391,8,Monday
12.84185,77.6459217,14,Thursday
12.9840345,77.6037997,13,Sunday
12.9757272,77.5608432,2,Monday
12.9568883,77.70261,7,Sunday
12.9181517,77.6701567,3,Thursday
12.977535,77.575596,7,Thursday
12.9771652,77.5705881,2,Tuesday
12.9813328,77.6102417,8,Sunday
13.0183089,77.5577329,12,Tuesday
12.9637768,77.5839697,6,Saturday
12.936374,77.6165427,8,Sunday
12.9773608,77.5755977,13,Sunday
13.1874554,77.6802612,5,Thursday
13.0356909,77.5891786,12,Friday
12.9812605,77.6091627,9,Sunday
12.9728158,77.5786995,10,Saturday
12.997450791311447,77.54521876580785,7,Sunday
12.9989133,77.5693867,7,Saturday
13.0004267,77.5501967,6,Tuesday
12.9769632,77.5771646,11,Saturday
12.9734269,77.6152222,4,Wednesday
12.9373139,77.5850246,12,Thursday
12.9739435,77.578417,10,Thursday
12.9270644,77.6803472,4,Wednesday
12.9963344,77.6689268,8,Monday
12.9754079,77.5820506,10,Wednesday
13.034825,77.6249433,3,Thursday
12.840740337524656,77.67654494397428,16,Saturday
12.9308903,77.6847978,6,Wednesday
12.9641957,77.5760514,1,Thursday
12.9517633,77.7175567,10,Thursday
12.9795593,77.6067702,9,Sunday
12.9716487,77.6580775,9,Sunday
12.9620665,77.5947003,5,Tuesday
12.9772858,77.5755586,5,Wednesday
12.9637367,77.5766917,4,Saturday
13.0085066,77.5715979,11,Thursday
13.0239099,77.5846168,10,Wednesday
12.9310431,77.6103827,11,Sunday
12.8766096,77.5953557,13,Wednesday
12.9640834,77.5767876,5,Monday
12.964248,77.5840178,5,Saturday
12.9248998,77.6178734,4,Saturday
12.9650622,77.5841227,11,Tuesday
12.8418731,77.6460369,12,Sunday
12.9738409,77.54967,11,Tuesday
12.9716961,77.6581149,11,Tuesday
12.9588564,77.5777706,3,Sunday
12.9975277,77.5494155,6,Friday
12.9606711,77.528867,12,Wednesday
12.9387303,77.6970569,9,Saturday
12.9994992,77.4887831,3,Saturday
12.9983677,77.5529668,9,Monday
12.939156,77.5840734,3,Monday
12.9916533,77.5380775,11,Sunday
13.0092558,77.5543217,5,Monday
12.9754686,77.5763138,8,Thursday
12.9323171,77.6316811,3,Saturday
12.9815677,77.6082767,13,Friday
13.071295,77.5879821,9,Saturday
13.0059037,77.6861749,1,Saturday
12.9822976,77.6102292,10,Monday
12.9305822,77.609749,11,Tuesday
12.9336125,77.6910396,6,Saturday
12.9602014,77.6491745,7,Saturday
12.9682581,77.5781527,4,Tuesday
13.0111216,77.5547619,10,Saturday
12.975479,77.5749078,5,Friday
12.9651073,77.5840852,10,Saturday
12.9340139,77.6907787,6,Wednesday
12.891115,77.638955,5,Wednesday
12.9810799,77.5984164,9,Tuesday
12.977143,77.5764971,11,Monday
12.9644222,77.5769213,3,Saturday
12.969948,77.5757255,8,Tuesday
13.0298736,77.5384355,2,Monday
12.9609557,77.5279003,9,Thursday
13.0085654,77.5693753,9,Friday
12.936315,77.6928353,4,Saturday
12.9648596,77.5761026,6,Saturday
13.0073864,77.57118,9,Monday
13.0082406,77.6953253,23,Wednesday
12.98037,77.5747,11,Tuesday
12.9648267,77.5748617,9,Monday
13.0053269,77.6852562,10,Monday
12.9384126,77.5546002,10,Friday
13.1857322,77.6798231,12,Saturday
12.9642785,77.5425341,3,Friday
12.9648763,77.5759223,8,Friday
12.9588176,77.5741365,5,Tuesday
12.9643821,77.5762071,0,Wednesday
12.8401938,77.6771135,14,Saturday
12.9810799,77.5984164,9,Tuesday
12.9843552,77.6027938,4,Tuesday
12.984293,77.5541708,10,Tuesday
12.9249117,77.6334505,9,Wednesday
12.9763422,77.577424,12,Friday
12.9824867,77.5492239,9,Thursday
12.9813241,77.6089218,11,Thursday
12.9772324,77.5455609,11,Wednesday
12.9253937,77.6948972,4,Wednesday
12.9579879,77.5929454,10,Saturday
12.981266214481392,77.60620012879372,9,Sunday
12.9644,77.5779689,10,Saturday
12.9810158,77.6101417,11,Tuesday
12.9669558,77.6577651,1,Saturday
12.9736583,77.5451914,10,Sunday
12.9801458,77.5747958,1,Friday
12.97494,77.5627283,4,Monday
12.9756724,77.5600135,4,Wednesday
12.9754008,77.5762559,9,Monday
13.0712484,77.5880045,10,Saturday
12.9774732,77.5755578,9,Saturday
12.9742832,77.551561,13,Saturday
12.9714134,77.5365517,9,Thursday
13.0701776,77.5874442,10,Monday
13.0712626,77.5880818,13,Wednesday
12.9329502,77.6914608,8,Tuesday
12.9520293,77.5944141,7,Saturday
12.9824271,77.6076649,8,Tuesday
12.9684016,77.5748231,10,Friday
13.072695,77.5898317,10,Sunday
13.0270779,77.5440879,10,Sunday
12.940835,77.524855,11,Thursday
12.9735992,77.5793194,11,Thursday
13.0184013,77.5534166,1,Wednesday
13.06944,77.5880324,9,Thursday
12.9797436,77.607114,9,Friday
12.9363213,77.6162086,11,Friday
12.933291,77.6910859,8,Wednesday
13.0500682,77.5926055,2,Thursday
13.1843748,77.687629,2,Wednesday
12.9265053,77.5507876,4,Thursday
12.9797431,77.6072017,13,Monday
